noise_strength,eve_rate,qber_mean
0.0240,0.2550,0.145636
0.0240,0.2625,0.143558
0.0240,0.2700,0.143002
0.0240,0.2775,0.165313
0.0240,0.2850,0.157062
0.0240,0.2925,0.162683
0.0240,0.3000,0.162605
0.0260,0.0000,0.027335
0.0260,0.0075,0.027845
0.0260,0.0150,0.031004
0.0260,0.0225,0.038858
0.0260,0.0300,0.038781
0.0260,0.0375,0.039434
0.0260,0.0450,0.049020
0.0260,0.0525,0.046880
0.0260,0.0600,0.049398
0.0260,0.0675,0.063327
0.0260,0.0750,0.065323
0.0260,0.0825,0.070891
0.0260,0.0900,0.062235
0.0260,0.0975,0.074833
0.0260,0.1050,0.077709
0.0260,0.1125,0.089920
0.0260,0.1200,0.075947
0.0260,0.1275,0.088439
0.0260,0.1350,0.087668
0.0260,0.1425,0.099262
0.0260,0.1500,0.093072
0.0260,0.1575,0.104802
0.0260,0.1650,0.102342
0.0260,0.1725,0.099617
0.0260,0.1800,0.109340
0.0260,0.1875,0.105034
0.0260,0.1950,0.113795
0.0260,0.2025,0.129006
0.0260,0.2100,0.124596
0.0260,0.2175,0.140691
0.0260,0.2250,0.123518
0.0260,0.2325,0.140314
0.0260,0.2400,0.140908
0.0260,0.2475,0.148178
0.0260,0.2550,0.150071
0.0260,0.2625,0.160161
0.0260,0.2700,0.148272
0.0260,0.2775,0.160108
0.0260,0.2850,0.168815
0.0260,0.2925,0.162351
0.0260,0.3000,0.164570
0.0280,0.0000,0.030035
0.0280,0.0075,0.028935
0.0280,0.0150,0.032445
0.0280,0.0225,0.039976
0.0280,0.0300,0.043834
0.0280,0.0375,0.043660
0.0280,0.0450,0.052149
0.0280,0.0525,0.043953
0.0280,0.0600,0.062802
0.0280,0.0675,0.056441
0.0280,0.0750,0.069150
0.0280,0.0825,0.067067
0.0280,0.0900,0.072791
0.0280,0.0975,0.074218
0.0280,0.1050,0.078042
0.0280,0.1125,0.084229
0.0280,0.1200,0.085525
0.0280,0.1275,0.083529
0.0280,0.1350,0.088414
0.0280,0.1425,0.086380
0.0280,0.1500,0.096049
0.0280,0.1575,0.101898
0.0280,0.1650,0.102244
0.0280,0.1725,0.113639
0.0280,0.1800,0.114514
0.0280,0.1875,0.114243
0.0280,0.1950,0.122665
0.0280,0.2025,0.129192
0.0280,0.2100,0.130264
0.0280,0.2175,0.140192
0.0280,0.2250,0.133546
0.0280,0.2325,0.138708
0.0280,0.2400,0.140824
0.0280,0.2475,0.140161
0.0280,0.2550,0.150640
0.0280,0.2625,0.147061
0.0280,0.2700,0.156763
0.0280,0.2775,0.150732
0.0280,0.2850,0.160721
0.0280,0.2925,0.160104
0.0280,0.3000,0.168843
0.0300,0.0000,0.029348
0.0300,0.0075,0.032584
0.0300,0.0150,0.034058
0.0300,0.0225,0.034885
0.0300,0.0300,0.040649
0.0300,0.0375,0.047450
0.0300,0.0450,0.053379
0.0300,0.0525,0.050161
0.0300,0.0600,0.046190
0.0300,0.0675,0.067003
0.0300,0.0750,0.064582
0.0300,0.0825,0.060121
0.0300,0.0900,0.078400
0.0300,0.0975,0.077504
0.0300,0.1050,0.090102
0.0300,0.1125,0.079067
0.0300,0.1200,0.084254
0.0300,0.1275,0.088632
0.0300,0.1350,0.103955
0.0300,0.1425,0.095135
0.0300,0.1500,0.093944
0.0300,0.1575,0.111220
0.0300,0.1650,0.119364
0.0300,0.1725,0.117086
0.0300,0.1800,0.119021
0.0300,0.1875,0.114373
0.0300,0.1950,0.124244
0.0300,0.2025,0.134089
0.0300,0.2100,0.139204
0.0300,0.2175,0.135759
0.0300,0.2250,0.143325
0.0300,0.2325,0.147318
0.0300,0.2400,0.137026
0.0300,0.2475,0.140339
0.0300,0.2550,0.141753
0.0300,0.2625,0.163976
0.0300,0.2700,0.152238
0.0300,0.2775,0.173785
0.0300,0.2850,0.162126
0.0300,0.2925,0.162689
0.0300,0.3000,0.171943
0.0320,0.0000,0.030172
0.0320,0.0075,0.034520
0.0320,0.0150,0.038936
0.0320,0.0225,0.043965
0.0320,0.0300,0.049244
0.0320,0.0375,0.055405
0.0320,0.0450,0.054152
0.0320,0.0525,0.055585
0.0320,0.0600,0.057645
0.0320,0.0675,0.059979
0.0320,0.0750,0.069086
0.0320,0.0825,0.070735
0.0320,0.0900,0.074118
0.0320,0.0975,0.085762
0.0320,0.1050,0.082682
0.0320,0.1125,0.078842
0.0320,0.1200,0.081800
0.0320,0.1275,0.091505
0.0320,0.1350,0.095238
0.0320,0.1425,0.097311
0.0320,0.1500,0.097932
0.0320,0.1575,0.116033
0.0320,0.1650,0.109005
0.0320,0.1725,0.101220
0.0320,0.1800,0.111635
0.0320,0.1875,0.115075
0.0320,0.1950,0.125573
0.0320,0.2025,0.116354
0.0320,0.2100,0.132289
0.0320,0.2175,0.130080
0.0320,0.2250,0.135214
0.0320,0.2325,0.146233
0.0320,0.2400,0.142128
0.0320,0.2475,0.145018
0.0320,0.2550,0.154223
0.0320,0.2625,0.152879
0.0320,0.2700,0.150600
0.0320,0.2775,0.161280
0.0320,0.2850,0.168311
0.0320,0.2925,0.169476
0.0320,0.3000,0.159365
0.0340,0.0000,0.032337
0.0340,0.0075,0.039012
0.0340,0.0150,0.038586
0.0340,0.0225,0.043234
0.0340,0.0300,0.048892
0.0340,0.0375,0.048756
0.0340,0.0450,0.056766
0.0340,0.0525,0.059774
0.0340,0.0600,0.059580
