noise_strength,eve_rate,qber_mean,iab_mean,iae_mean,skr_mean
0.0900,0.0000,0.040568,0.376074,0.120526,0.255548
0.0900,0.0150,0.046933,0.363203,0.134597,0.228606
0.0900,0.0300,0.051856,0.349769,0.144931,0.204839
0.0900,0.0450,0.059043,0.340101,0.160299,0.179802
0.0900,0.0600,0.058681,0.344404,0.161096,0.183308
0.0900,0.0750,0.063171,0.336444,0.171056,0.165387
0.0900,0.0900,0.060422,0.336472,0.163828,0.172644
0.0900,0.1050,0.072415,0.314676,0.186724,0.127978
0.0900,0.1200,0.068197,0.320328,0.177172,0.143155
0.0900,0.1350,0.074400,0.311040,0.189660,0.121381
0.0900,0.1500,0.079637,0.301133,0.198967,0.102259
0.0900,0.1650,0.081582,0.301964,0.206836,0.095129
0.0900,0.1800,0.092198,0.283976,0.222224,0.070737
0.0900,0.1950,0.097087,0.267297,0.225603,0.046592
0.0900,0.2100,0.089107,0.280894,0.212606,0.071602
0.0900,0.2250,0.102354,0.260018,0.234282,0.037178
0.0900,0.2400,0.104921,0.254364,0.236636,0.027508
0.0900,0.2550,0.100250,0.268106,0.235594,0.040437
0.0900,0.2700,0.097223,0.270373,0.228727,0.048407
0.0900,0.2850,0.110413,0.255768,0.253432,0.027053
0.0900,0.3000,0.112994,0.245019,0.251981,0.018452
0.0900,0.3150,0.111353,0.248545,0.250555,0.019910
0.0900,0.3300,0.119308,0.235765,0.259535,0.019436
0.0900,0.3450,0.135903,0.214467,0.286033,0.004557
0.0900,0.3600,0.133419,0.215755,0.278045,0.003192
0.0900,0.3750,0.123559,0.234239,0.272561,0.005674
0.0900,0.3900,0.141230,0.208035,0.294365,0.000174
0.0900,0.4050,0.144248,0.201032,0.293468,0.000718
0.0900,0.4200,0.137167,0.210376,0.283624,0.000000
0.0900,0.4350,0.153070,0.193246,0.307654,0.000793
0.0900,0.4500,0.151711,0.191854,0.301046,0.000307
0.0900,0.4650,0.150867,0.193302,0.300698,0.000000
0.0900,0.4800,0.159527,0.184910,0.311790,0.000000
0.0900,0.4950,0.163413,0.179150,0.318850,0.000000
0.0900,0.5100,0.151972,0.194048,0.305152,0.000000
0.0900,0.5250,0.159975,0.185694,0.316706,0.000000
0.0900,0.5400,0.169028,0.173524,0.325976,0.000000
0.0900,0.5550,0.162093,0.179059,0.313941,0.000000
0.0900,0.5700,0.174469,0.166460,0.330040,0.000000
0.0900,0.5850,0.184118,0.157446,0.344454,0.000000
0.0900,0.6000,0.183540,0.156158,0.340542,0.000000
0.1000,0.0000,0.049712,0.357342,0.140858,0.216483
0.1000,0.0150,0.055786,0.343240,0.153560,0.189680
0.1000,0.0300,0.059091,0.341316,0.161284,0.180031
0.1000,0.0450,0.056430,0.350077,0.157223,0.192854
0.1000,0.0600,0.065510,0.326316,0.172384,0.153931
0.1000,0.0750,0.065858,0.326132,0.172568,0.153565
0.1000,0.0900,0.074289,0.312744,0.190556,0.122187
0.1000,0.1050,0.073961,0.313658,0.190842,0.122816
0.1000,0.1200,0.076536,0.307647,0.193353,0.117721
0.1000,0.1350,0.082677,0.292006,0.201694,0.091381
0.1000,0.1500,0.086355,0.285452,0.208748,0.078473
0.1000,0.1650,0.087288,0.289323,0.213377,0.078500
0.1000,0.1800,0.090229,0.285085,0.219715,0.067985
0.1000,0.1950,0.089728,0.285632,0.218068,0.073706
0.1000,0.2100,0.095843,0.272965,0.225235,0.053427
0.1000,0.2250,0.102514,0.260094,0.234606,0.038122
0.1000,0.2400,0.107636,0.256850,0.245150,0.029516
0.1000,0.2550,0.106954,0.258821,0.245479,0.036592
0.1000,0.2700,0.117945,0.238364,0.257736,0.019130
0.1000,0.2850,0.118740,0.240388,0.261912,0.020855
0.1000,0.3000,0.112929,0.251012,0.258088,0.015654
0.1000,0.3150,0.113127,0.244782,0.250818,0.024718
0.1000,0.3300,0.120306,0.238640,0.267360,0.012113
0.1000,0.3450,0.127003,0.226601,0.272799,0.008542
0.1000,0.3600,0.132690,0.219571,0.282229,0.002626
0.1000,0.3750,0.130589,0.220426,0.276574,0.005864
